Cód Produto;Descrição;CORRIGIDO
1302001677;JOELHO SOLD  LL 3/4;1302001677
1302001678;TEE SOLDAVEL 3/4;1302001678
1302001685;FECHADURA TUBULAR CILINDRICA 9;1302001685
1302001689;SUPORTE PARA TV DE PAREDE PAIN;1302001689
1302001691;PARAFUSO PHILLIPS 10 MM;1302001691
1302001692;COLA SUPER BONDER 20G;1302001692
1302001694;ESPATULA PROFISSIONAL DE ACO FORJADO NUMERO 06 PACETTA;1302001694
1302001696;ESPATULA DE ACO CALICE CABO MA;1302001696
1302001698;LAMINAS PARA ESTILETE LONGA 18;1302001698
1302001704;CORANTE BISNAGA PRETO 50ML;1302001704
1302001710;MASSA PLASTICA NATHIELLI CINZA;1302001710
1302001713;CIMENTO CP II;1302001713
1302001715;AREIA MEDIA LAVADA SACO 20KG;1302001715
1302001716;PEDRA BRITADA;1302001716
1302001719;VERGALHAO DE ACO 3/8 CA50;1302001719
1302001726;"COLHER DE PEDREIRO 7""";1302001726
1302001730;LIXA DE FERRO N���1;1302001730
1302001736;MARTELO UNHA 29MM;1302001736
1302001737;MANGUEIRA DE JARDIM;1302001737
1302001740;ALAVANCA REDONDA LISA;1302001740
1302001744;CORRENTE DE FERRO GALVANIZADO SOLDADA 3,2MM REFORCADA;1302001744
1302001752;TUBO DE COLA PARA PVC 175GRS C;1302001752
1302001770;TUBO LIGACAO LISO BRANCO BACIA;1302001770
1302001771;KIT REPARO PARA DESCARGA ELEGANCE MONTANA;1302001771
1302001794;RASPADOR COM CABO EM ALUMINIO;1302001794
1302001830;SELANTE PU 310 ML PU 40 BRANCO;1302001830
1302001832;TRINCO FIO REDONDO 4';1302001832
1302001837;ELEMENTO FILTRANTE CARBON BLOC;1302001837
1302001845;CONTAINER LIXO 500L  BRANCO;1302001845
1302001846;FECHO LINGUETA CURVA COM MANOP;1302001846
1302001852;GANCHO MICRO METAL 20 PECAS;1302001852
1302001859;CARVAO PARA ESMERILHADEIRA;1302001859
1302001860;COLA SILICONE 250ML/230G;1302001860
1302001861;ABRACADEIRA NYLON 300X4,8MM PR;1302001861
1302001864;DESEMPENADEIRA DE INOX 12X30;1302001864
1302001871;SELO INFERIOR P PORTA SECCIONA;1302001871
1302001872;PAINEL INFERIOR P PORTA SECCIO;1302001872
1302001882;3506.10.90;1302001882
1302001884;GESSO 40 KG;1302001884
1302001893;"DISCO DE CORTE 4""";1302001893
1302001895;DISCO DE FLAP;1302001895
1302001900;TRENA STAFER 10 METROS;1302001900
1302001910;"DISCO DE INOX 4"" X 1.0MM";1302001910
1302001911;DISCO FLAP 4.1/2 X 80;1302001911
1302001914;THINNER ( 05 LITROS );1302001914
1302001917;CHAPA;1302001917
1302001928;LIXADEIRA PNEUMATICA ROTO ORBI;1302001928
1302001929;GRELHA RALO COM FECHO AUTOMATI;1302001929
1302001930;BUCHA DE ACO DRYWALL 4MM;1302001930
1302001931;TELHA GALVANIZADA 6,00X0,98 MT;1302001931
1302001932;MOTOR DE PARTIDA;1302001932
1302001939;FORRO FIBRA MINERAL HD APUS 62;1302001939
1302001940;CHUMBADOR PAR PBA  3/8 X3.1/2;1302001940
1302001946;POSTE GALVENIZADO;1302001946
1302001947;FIXADOR GALVENIZADO;1302001947
1302001951;PORTA DE VIDRO DE CORRER;1302001951
1302001953;ESPIGAO FIXO MACHO 1/4 X 3/8;1302001953
1302001954;ESPIGAO FIXO FEMEA 1/4 X 3/8;1302001954
1302001955;TRINCO CHATO PORTA SECCIONAL;1302001955
1302001956;ARAME GALVANIZADO N18 124MM;1302001956
1302001958;MANTA PLASTICA AUTOADESIV 10CM;1302001958
1302001961;SUPORTE FIXACAO P/ PORTAO;1302001961
1302001962;PUXADOR H 300X400 TUBOLAR;1302001962
1302001968;PERFIL CANTONEIRA 3000MM;1302001968
1302001969;PERFIL TRAVESSA 24 X 625MM;1302001969
1302001970;PERFIL T24 PARA FORRO MODULAR;1302001970
1302001975;PLASTIONDA BCO 4X1220X2450 MM;1302001975
1302001976;PLASTIONDA BCO 4X950X2450;1302001976
1302001977;PLASTIONDA BCO 4X200X400;1302001977
1302001982;RAMPA ESTRADO PVC 30X6X1,5;1302001982
1302001983;ESTRADO PVC 30X30;1302001983
1302001984;REJUNTE ALUMINOSO 3KG;1302001984
1302001985;PISO INDUSTRIAL 24X11,5;1302001985
1302001986;ENGATE FLEXIVEL INOX 40CM;1302001986
1302001987;PORTA ALUMINIO 2 FOLHAS;1302001987
1302001988;BATERIA 12V  1,2 AH;1302001988
1302001990;PARAFUSO CAB CHATA PHIL 5 X 70;1302001990
1302001992;RODA PARA  PORTAO;1302001992
1302001993;VEDANTE P/ TORNEIRA 1/2;1302001993
1302001994;VEDANTE P/ TORNEIRA 3/4;1302001994
1302001995;CX SEPARADORA DE AGUA E OLEO;1302001995
1302001996;GAXETA/FLANGE ADAPTADOR 75MM;1302001996
1302001998;CAIXA DE GORDURA 35X35X30CM;1302001998
1302002011;PARAFUSO 8MM;1302002011
1302002013;GRAMPO DE ACO 1/4;1302002013
1302002023;VIDRO COMUM LISO;1302002023
1302002025;ESCADA 5 DEGRAUS;1302002025
1302002026;GUARDA CORPO;1302002026
1302002035;"DISCO DESBASTE 7""X1/4""X7/8""";1302002035
1302002038;REDUTOR VAZAO DE AGUA C/FURO;1302002038
1302002039;COLUNA LISA PARA GUARD RAIL;1302002039
1302002040;ABRACADEIRA DE METAL 3/8;1302002040
1302002042;PASSADEIRA VINILICA ANTIDERRAP;1302002042
1302002046;PARAFUSO DRYWALL 3,5 X 25;1302002046
1302002047;PARAFUSO DRYWALL 4,5 X 25;1302002047
1302002048;KIT VEDANTE DE REGISTRO GAVETA;1302002048
1302002054;FITA VEDACAO ANTI RUIDO;1302002054
1302002056;LUVA BAINHA 2 SAIDAS;1302002056
1303000011;"ALICATE UNIVERSAL 8""";1303000011
1303000023;DESEMPENADEIRA DE ACO LISA;1303000023
1303000024;JOGO CATRACA + SOQUETE 26 PC;1303000024
1303000030;ARCO DE SERRA REGULAVEL;1303000030
1303000034;BOLSA P/ FERRAMENTAS REFORCADO;1303000034
1303000037;MARRETA COM CABO 1KG;1303000037
1303000040;NIVEL DE MADEIRA;1303000040
1303000044;FORMAO COM CABO DE MADEIRA;1303000044
1303000049;KIT SERRA COPO WIDEA MULTIMATE;1303000049
1303000050;DESEMPENADEIRA DE ACO DENTADA;1303000050
1303000052;MARTELETE PERF. 800W MAKITA;1303000052
1303000055;"CHAVE GRIFO GEDORE 10""";1303000055
1303000059;"CHAVE GRIFO 14""";1303000059
1303000064;JOGO DE CHAVE ALLEN 12 PECAS;1303000064
1303000065;JOGO DE CHAVE ALLEN 09 PECAS;1303000065
1303000068;JOGO DE CHAVE CANHAO 3 A 14MM;1303000068
1303000071;"ALICATE DE BICO 1/2 CANA 6""";1303000071
1303000081;"ALICATE BOMBA D'AGUA 10""";1303000081
1303000082;"ALICATE DE PRESAO 10""";1303000082
1303000083;ALICATE ELETRICISTA 8;1303000083
1303000085;CAIXA  FERRAMENTA DE ACO;1303000085
1303000087;CHAVE COMBINADA 10MM;1303000087
1303000088;CHAVE COMBINADA 11MM;1303000088
1303000090;CHAVE COMBINADA 13MM;1303000090
1303000091;CHAVE COMBINADA 14MM;1303000091
1303000102;ESTILETE VONDER;1303000102
1303000104;NIVEL C/ BASE MAGNETICA;1303000104
1303000110;DESEMPENADEIRA LISA;1303000110
1303000112;KIT SERRA COPO STARRETT KV290;1303000112
1303000115;ALICATE UNIVERSAL PROFISSINAL;1303000115
1303000116;ALICATE DE CORTE DIAGONAL;1303000116
1303000117;ALICATE DE BICO MEIA CANA 6.1;1303000117
1303000118;JOGO CHAVE COMBINADA  6 A 22MM;1303000118
1303000119;JOGO SACA-PARAFUSO 5 PC;1303000119
1303000120;MARTELO UNHA MASTER 25MM;1303000120
1303000122;TRENA 8M;1303000122
1303000123;TRENA 20MT;1303000123
1303000124;CHAVE DE TESTE;1303000124
1303000126;TRENA 50MT;1303000126
1303000127;APLICADOR DE SILICONE;1303000127
1303000128;MORCA DE BANCADA N���;1303000128
1303000129;BROCA DE ACO N���;1303000129
1303000130;BROCA DE ACO N���;1303000130
1303000138;ALICATE PUNCH DOWN CLIPAGEM;1303000138
1303000140;SOPRADOR DE AR 500W 220V;1303000140
1303000141;CHAVE DE BOCA TAM 13;1303000141
1303000158;DISCO SERRA CIRCULAR MAKITA D-;1303000158
1303000160;ALICATE CRIMPADOR RJ11/12/45;1303000160
1303000166;JG CHAVE INTERCAMBIAIS;1303000166
1303000167;JG CHAVE FENDA;1303000167
1303000169;DISCO DE CORTE 15X1,0X22,2 MM;1303000169
1303000171;SOQUETE 46 ESTRIADO;1303000171
1303000176;KIT BROCA ACO 2,0 X6,0;1303000176
1303000180;LAMINA ARCO SERRA BIMETAL 12';1303000180
1303000191;JOGO DE PONTA FENDA E PHILLIPS;1303000191
1303000192;BOLSA MALETA LONA;1303000192
1303000199;BROCA PARA ROSCA;1303000199
1303000211;BROCA WIDEA SDS PLUS 10;1303000211
1303000213;BROCA DE WIDEA SDS PLUS HT 12X;1303000213
1303000220;BROCA ACO RAPIDO 12 MM;1303000220
1303000221;BROCA ACO RAPIDO 4 MM;1303000221
1303000222;BROCA ACO RAPIDO 7 MM;1303000222
1303000223;BROCA SDS;1303000223
1303000225;JOGO DE BROCA ACO RAPIDO;1303000225
1303000226;JOGO DE BROCAS;1303000226
1303000229;DISCO DIAMANTADO 110MM MAKITA;1303000229
1303000242;DISCO DE CORTE P/ METAL;1303000242
1303000244;"DISCO DE DESBASTE 4"" X 1/4"" X";1303000244
1303000249;CHAVE BIELA TIPO L;1303000249
1303000250;ESMERILHADEIRA ANGULAR 220V;1303000250
1303000254;CHAVE DE FENDA N��� 1 - GRAN;1303000254
1303000261;SERRA COPO 51MM STARRET;1303000261
1303000268;ALICATE CORTE DIAGO.6.1/4;1303000268
1303000278;FURADEIRA IMPACTO;1303000278
1303000282;JOGO DE BROCA 25 PCS RAPIDO;1303000282
1303000286;TRENA 5 MT;1303000286
1303000289;ESPATULA PARA PINTURA;1303000289
1303000290;ALICATE DECAPADOR DE DECAPADOR;1303000290
1303000292;SOPRADOR TERMICO 200W;1303000292
1303000295;KIT PISTOLA PARA PINTURA  HVLP;1303000295
1303000299;SOLDA ESTANHO;1303000299
1303000302;DISCO LIXADEIRA MADEIRA;1303000302
1303000304;CHAVE DE BOCA 20;1303000304
1303000305;PAQUIMETRO ANALOGICO EM ACO;1303000305
1303000306;CAIXA DE FERRAMENTS SANFONADA;1303000306
1303000307;MARTELO DE BORRACHA 60MM;1303000307
1303000309;ALICATE CRIMPADOR COM CATRACA;1303000309
1303000310;FERRO DE SOLDA 220V - 70W;1303000310
1303000312;JOGO DE CHAVE ALLEN;1303000312
1303000314;CHAVE BIELA TIPO L 13MM;1303000314
1303000320;CHAVE CANHAO 13 MM;1303000320
1303000321;CHAVE CANHAO 11 MM;1303000321
1303000322;CHAVE CANHAO 10 MM;1303000322
1303000323;CHAVE CANHAO 8 MM;1303000323
1303000327;JOGO DE PONTA BITS;1303000327
1303000343;BROCA ACO RAPIDO 5 MM;1303000343
1303000345;ALICATE AMPERIMETRO DIGITAL;1303000345
1303000347;ESCOVA DE ACO MANUAL 4 FIL;1303000347
1303000365;ESPATULA ACO INOX 10CM;1303000365
1303000377;ALICATE REBITADOR;1303000377
1303000390;LIXADEIRA MAKITA BO4556 220V;1303000390
1303000393;CHAVE ALLEN LONGA L PONTA BOLA;1303000393
1303000401;PULVERIZADOR;1303000401
1303000402;"ESMERILHADEIRA 4.1/2"" 9557";1303000402
1303000409;TRENA DE BOLSO 10M, DTS1-10ME;1303000409
1303000410;PARAFUSADEIRA DE IMPACTO 1/2;1303000410
1303000413;TRENA A LASER;1303000413
1303000414;JOGO DE BITS DEWALT 37 PECAS;1303000414
1303000417;KIT DE PONTAS BITS SOQUETES;1303000417
1303000419;SACA PINO N��� 355;1303000419
1303000435;ALICATE ANEL INTERNO;1303000435
1303000436;ALICATE BICO LONGO;1303000436
1303000444;CHAVE COMBINADA 36MM;1303000444
1303000449;DETECTOR DE TENSAO FLUKE 2AC;1303000449
1303000452;"JOGO DE SOQUETE 1/4"" E 1/2"" 94";1303000452
1303000458;PARAFUSADERIA/FURADEIRA MAKITA;1303000458
1303000459;JOGO CHAVE PHILLIPS;1303000459
1303000466;CHAVE INGLESA 10'';1303000466
1303000472;NIVEL ALUMINIO;1303000472
1303000473;SERROTE GESSO E DRY WALL 7 MTX;1303000473
1303000474;JOGO DE CHAVE TORX WESTERN LON;1303000474
1303000475;FERRO SOLDA 40W 220V;1303000475
1303000478;"ESCOVA ESMERIL ACO LAT 6X1""";1303000478
1303000480;BROCA ENC SDS PLUS 12MMX270MM;1303000480
1303000486;LAPIS CARPINTEIRO;1303000486
1303000490;BROCA SDS PLUS 10X210MM;1303000490
1303000500;BROCA WIDEA SDS PLUS 8;1303000500
1303000508;PONTEIRA PARAFUSAD PH2 100 MM;1303000508
1303000509;PONTEIRA PARAFUSAD PH2 50MM;1303000509
1303000511;ALICATE TESOURA VERGALAO 36;1303000511
1303000512;DISCO DE CORTE 115X1,0X22;1303000512
1303000514;SOQUETE MAGN. 5/16;1303000514
1303000516;BROCA ACO RAPIDO 10MM;1303000516
1303000517;BROCA ACO RAPIDO 8MM;1303000517
1303000518;BROCA ACO RAPIDO 6MM;1303000518
1303000525;KIT FERRO DE SOLDA 220 VOLTS 6;1303000525
1303000536;PARAFUSADEIRA 12V 3/8;1303000536
1303000538;CHAVE HEXAGONAL COM CABO T;1303000538
1303000539;BITS PONTA ALLEN 4MM;1303000539
1303000540;REBITADEIRA ELETRICA;1303000540
1303000543;JOGO CHAVE DE FENDA E PHILLIPS;1303000543
1303000544;JOGO CHAVE PRECISAO FENDA/PHIL;1303000544
1303000545;KIT EXTRATOR E REMOVEDOR PARAF;1303000545
1303000547;KIT ALICATE DE CRIMPAR 1200 PC;1303000547
1303000568;CHAVE CANHAO 7 MM;1303000568
1303000569;SOQUETE SEXT CANHAO MAGNETICO;1303000569
1303000576;ALICATE DESENCAPADOR 8 POL;1303000576
1303000577;JOGO DE CHAVE CANHAO 12 PECAS;1303000577
1303000578;JOGO MACHO/TARRACHA ACO 40 PC;1303000578
1303000583;PE DE CABRA;1303000583
1303000584;AFIADOR BROCA 220V;1303000584
1303000587;KIT REPARO HIDRAULICO 4 PECAS;1303000587
1304000001;ROLO DE ESPUMA 9CM;1304000001
1304000005;SUPORTE PARA ROLO PINTURA;1304000005
1304000006;TINTA ESMALTE COR AZUL;1304000006
1304000007;TINTA ESMALTE;1304000007
1304000008;TINTA ESMALTE AMARELA;1304000008
1304000009;TINTA LATEX BRANCO NEVE 18L;1304000009
1304000010;TINTA EPOXI CINZA;1304000010
1304000012;GALVITE A BASE SOLVENTE CINZA;1304000012
1304000013;TINTA CINZA MEDIO P/ PISO;1304000013
1304000014;ROLO DE LA 23CM;1304000014
1304000015;ROLO LA SINTETICA 9CM;1304000015
1304000016;TINTA AMARELA DEMARC. VIARIA;1304000016
1304000018;TINTA ESMALTE SINTETICO;1304000018
1304000019;TINTA CINZA CLARO;1304000019
1304000020;CATALIZADOR TINTA EPOXI 900ML;1304000020
1304000023;TRINCHA LATEX 1/2;1304000023
1304000025;TINTA LATEX ACRILICO BRANCO;1304000025
1304000026;TINTA ESMALTE SINTETICOAMARELO;1304000026
1304000030;FITA CREPE 25MM;1304000030
1304000031;TINTA 18 LT DE PISO -  CINZA;1304000031
1304000032;THINNER LIQUIDO 5L;1304000032
1304000033;ROLO DE PINTURA;1304000033
1304000035;ROLO P/ PINTURA DE 10CM;1304000035
1304000036;TINTA ESMALTE BRANCO 2,7;1304000036
1304000037;TINTA ESMALTE SINT BRANCO FOSC;1304000037
1304000038;TINTA BRANCA;1304000038
1304000040;TINTA EPOXI VERDE;1304000040
1304000041;TINTA EPOXI AMARELO;1304000041
1304000042;TINTA  AZUL DEL REY ESM S 3,6L;1304000042
1304000044;TINTA ESMALTE AZUL SEGURANCA;1304000044
1304000046;TINTA ESMALTE LARANJA 3,6 LT;1304000046
1304000048;TINTA ESMALTE VERMELHO SEGURAN;1304000048
1304000049;TINTA ACRILICA 3,6L AZUL;1304000049
1304000050;TINTA BRANCA 3,6;1304000050
1304000053;TINTA ESMALTE SINT AZUL PROF;1304000053
1304000055;AGUARRAS;1304000055
1304000056;LIXA PARA MASSA N��� 1;1304000056
1304000057;LIXA PARA MASSA N��� 1;1304000057
1304000058;TINTA ESMALTE SINTETICO PRETO;1304000058
1304000063;ROLO LA 23CM 9MM DE LA;1304000063
1304000064;EXTENSOR ROLO PINTURA 3M;1304000064
1304000065;TINTA AMARELO SHELL;1304000065
1304000067;ROLO DE LA 5CM;1304000067
1304000070;TINTA EPOXI BRANCA;1304000070
1304000072;TINTA CINZA ESCURO ESMAT SINT;1304000072
1304000073;TINTA EPOXI AMARELO SEGURANCA;1304000073
1304000075;TINTA ACRIL COR BRANCO;1304000075
1304000077;THINNER 5LT;1304000077
1304000080;LIXA PARA MADEIRA;1304000080
1304000082;DILUENTE THINNER;1304000082
1304000083;"PINCEL 3"" TRINCHA";1304000083
1304000085;KIT PARA PINTURA;1304000085
1304000088;TINTA CORAL AZUL DEL REY;1304000088
1304000090;TINTA BRANCO NEVE 18 LITROS;1304000090
1304000091;"PINCEL CERDAS PRETAS 2""";1304000091
1304000092;DILUENTE EPOXY 900ML;1304000092
1304000093;PINCEL 2;1304000093
1304000094;ROLO DE ESPUMA 23CM;1304000094
1304000096;ALFABETO PARA PINTURA;1304000096
1304000101;RESINA ACRILICA (SOLVENTE);1304000101
1304000103;CACAMBA PROFIMASTER (PRETA) 10;1304000103
1304000107;SOLVENTE PARA TINTA;1304000107
1304000109;TRINCHA TIGRE KBS 3/4;1304000109
1304000110;GARFO P/ ROLO DE PINTURA;1304000110
1304000112;"PINCEL 1 """;1304000112
1304000116;PINCEL N5;1304000116
1304000122;TINTA BRANCO GELO 18LT;1304000122
1304000126;LIXA PARA FERRO 120;1304000126
1304000127;ROLO DE PINTURA LA SINTETICA;1304000127
1304000128;LIXA DE FERRO 150;1304000128
1304000129;PINCEL 4;1304000129
1304000130;BANDEJA GRANDE 2,7LT PRETA;1304000130
1304000132;PLASTICO PRETO REFORCADO;1304000132
1304000135;TINTA BRANCO FOSC LATEX AC 18L;1304000135
1304000136;LIXA PAREDE 200;1304000136
1304000138;FITA CREPE 24X50;1304000138
1304000139;FITA CREPE 18MMX50 MT;1304000139
1304000140;REMOVEDOR DE TINTA;1304000140
1304000141;ZARCAO CINZA;1304000141
1304000144;ROLO ESPUMA 20CM;1304000144
1304000147;ENDURECEDOR (COMPONENTE B TINT;1304000147
1304000148;TINTA CINZA CLARO;1304000148
1304000149;TINTA SPRAY CINZA;1304000149
1304000150;SPRAY BRANCO;1304000150
1304000157;TINTA SPRAY PRETO;1304000157
1304000158;ROLO DE LA NATURAL 9CM;1304000158
1304000159;TINTA CORAL PISO AZUL 3,6L;1304000159
1304000160;ROLO ESPUMA AMARELA 9CM;1304000160
1304000162;CATALIZADOR PU 225ML;1304000162
1304000164;TINTA EPOXI VERMELHO SEGURANCA;1304000164
1304000167;TINTA ACR VERMELHO AMOR 3,6LT;1304000167
1304000168;TINTA ACR AMARELO ESTRELA 3,6L;1304000168
1304000170;TINTA BASE SOLVENTE 18L;1304000170
1304000171;SPRAY PLANTINA;1304000171
1304000173;ROLO DE LA 15 COM CABO;1304000173
1304000176;LIXA DE MADEIRA 120;1304000176
1304000178;VERNIZ MARITIMO 3,6 L;1304000178
1304000185;TINTA PISO 3,6L AMARELO DEMARC;1304000185
1304000186;MICROESFERA DE VIDRO;1304000186
1304000190;TINTA ACRILICO FOSCO VERDE;1304000190
1304000198;LIXA DAGUA 320;1304000198
1304000199;TINTA AZUL DEL REY LATEX 18L;1304000199
1304000200;COLORGIN AMARELO;1304000200
1304000202;TINTA PISO AMARELO 18LT;1304000202
1304000203;TINTA PISO PRETA;1304000203
1304000204;ROLO PINTURA 10CM LA;1304000204
1304000205;ROLO PINTURA 10CM ESPUMA;1304000205
1304000207;TINTA DURAMAIS PISO VERDE 3,6L;1304000207
1304000208;TINTA PISO 3,6L BRANCO GELO;1304000208
1304000209;TINTA PISO 3,6L AMARELO.;1304000209
1304000211;TINTA BRANCO FOSCO 20L;1304000211
1304000213;PINTOFF 1 LITRO;1304000213
1304000214;ESPATULA ACO INOX 10CM;1304000214
1304000215;PANO DE CHAO;1304000215
1304000216;TINTA DEUSA DO PESSEGO 16LT;1304000216
1304000217;LIXA PARA MASSA N 180;1304000217
1304000220;TINTA SPRAY AZUL ESCURO;1304000220
1304000221;PRIME ANTIC AZ FRAN 3,6L;1304000221
1304000222;PRIME ANTIC BRANCO 3,6L;1304000222
1304000224;LIXA PARA MASSA N��� 1;1304000224
1304000227;TINTA EPOXI LARANJA;1304000227
1304000228;TINTA EPOXI ROXA;1304000228
1305000003;SENSOR MAGNETICO MC21;1305000003
1305000036;FONTE;1305000036
1305000037;SENSOR;1305000037
1305000038;TEMPORIZADOR;1305000038
1305000041;CAMERA DE VIDEO WIFI;1305000041
1305000042;KIT SIRENE;1305000042
1305000043;ALARME TIPO SIRENE;1305000043
1305000044;CONVERSOR BUCK DC 12V;1305000044
1305000046;EMENDA I;1305000046
1402000001;MACARRAO ESPEG CESTA BASICA;1402000001
1402000003;CAFE EX FOR CESTA BASICA;1402000003
1402000004;OLEO DE SOJA LIZA CESTA BASICA;1402000004
1402000005;CAIXA DE PAP EMB CESTA BASICA;1402000005
1402000006;ARROZ 5KG CESTA BASICA;1402000006
1402000007;ACUCAR REFIN 1 K CSETA BASICA;1402000007
1402000008;BISCOITO CESTA BASICA;1402000008
1402000009;FEIJAO CARIOCA 1K CESTA BASICA;1402000009
1402000012;MOLHO TRADICIONAL CESTA BASICA;1402000012
1402000016;FARINHA TRIGO CESTA BASICA;1402000016
1402000017;SAL  CESTA BASICA;1402000017
1402000018;FAROFA CESTA BASICA;1402000018
1402000019;SARDINHA;1402000019
1402000020;LEITE;1402000020
1403000001;REFEICAO SEG/SAB;1403000001
1403000003;REFEICAO DOMINGO/FERIADO;1403000003
1403000005;REFEICAO CAFE DA MANHA;1403000005
1403000007;CAFE C/ DESCONTO FOLHA  S/S;1403000007
1403000010;JANTAR SEG/SAB;1403000010
1403000011;CEIA SEG/SAB;1403000011
1403000012;REFEICAO CEIA DOM/FER;1403000012
1403000014;DESJEJUM SEG/SAB;1403000014
1403000015;DESJEJUM DOM/FERIADO FOPAG;1403000015
1403000021;JANTAR DOM/FER;1403000021
1403000043;DESJEJUM SIMPLES;1403000043
1403000089;LANCHE COM DESCONTO;1403000089
1403000110;PAO FRANCES DESJESJUM;1403000110
1403000111;LEITE DESJESJUM;1403000111
1403000112;CAFE DESJESJUM;1403000112
1404000002;COROA DE FLORES;1404000002
1404000005;CHAV CORTADOR UNHA /ABRID GARR;1404000005
1404000019;PIPOQUEIRA ELETRICA;1404000019
1404000028;SANDUICHEIRA ELETRICA;1404000028
1404000040;CANETA PERSONALIZADA BRINDE;1404000040
1404000048;AMENDOIM CROCANTE 90G;1404000048
1404000054;PIPOCA DOCE 25G;1404000054
1404000061;BEXIGA 50 UN;1404000061
1404000062;PIRULITO;1404000062
1404000063;FITILHO ROLO;1404000063
1404000066;MINI CAIXA DE SOM;1404000066
1404000075;BOMBOM;1404000075
1404000099;PACOCA DE AMENDOIM;1404000099
1404000102;BALAS SORTIDAS;1404000102
1404000108;AMENDOIM HITTNUTS 30 GRS;1404000108
1404000111;DOCE DE LEITE;1404000111
1404000130;CADERNO CAPA KRAFT PERSONALIZA;1404000130
1404000131;SQUEEZE ALUMINIO 600ML;1404000131
1404000135;DOCE DE ABOBORA;1404000135
1404000140;CAIXA DE SOM;1404000140
1404000144;SANDUICHEIRA GRILL;1404000144
1404000145;SECADOR DE CABELO;1404000145
1404000152;BOTONS;1404000152
1404000170;TELEVISAO / SMART;1404000170
1404000171;CELULAR SAMSUNG;1404000171
1404000172;MICROONDAS�;1404000172
1404000173;PRANCHA DE CABELO;1404000173
1404000175;CAIXA DE SOM�;1404000175
1404000196;PANETONE CHOCOLATE 400 GR;1404000196
1404000200;AMENDOIM JAPONES 30 GRS;1404000200
1404000204;BALAS DE GOMA 32 GRS;1404000204
1404000206;MORANGUETE DE CHOCOLATE 13 GRS;1404000206
1404000210;PETISCOS - OPEN BAR;1404000210
1404000211;BEBIDAS - OPEN BAR;1404000211
1404000225;BALAO REDONDO 7 BRANCO;1404000225
1404000227;FANTASIA;1404000227
1404000228;MASCARA;1404000228
1404000239;ESCOVA SECADORA;1404000239
1404000240;MAQUINA DE CORTAR CABELO/BARBA;1404000240
1404000241;AIR FRYER;1404000241
1404000245;PANO TNT ROSA CLARO;1404000245
1404000246;PANO TNT AZUL ROYAL;1404000246
1404000247;PAINEL DECORATIVO;1404000247
1404000250;GUARDANAPO;1404000250
1404000251;BANDEIROLA DE SEDA;1404000251
1404000265;PACOCA;1404000265
1404000277;BALAO DE DECORACAO;1404000277
1404000279;CORTINA METALICA;1404000279
1404000297;BRINCO;1404000297
1404000298;PANO TNT PRETO;1404000298
1404000299;PANO TNT BRANCO;1404000299
1404000300;PANO TNT AMARELO;1404000300
1404000304;EVA ROSA;1404000304
1404000305;EVA VERMELHO;1404000305
1404000306;EVA  AMARELO;1404000306
1404000307;EVA PRETO;1404000307
1404000309;CARTOLINA ROSA;1404000309
1404000310;CARTOLINA AMARELO;1404000310
1404000312;CARTOLINA PRETA;1404000312
1404000313;CARTOLINA BRANCA;1404000313
1404000314;CREPOM ROSA;1404000314
1404000315;CREPOM AMARELO;1404000315
1404000317;CREPOM PRETO;1404000317
1404000318;CREPOM BRANCO;1404000318
1404000320;BOTAO DE ROSAS;1404000320
1404000322;COPO FIBRA ARROZ;1404000322
1404000325;FUNDO FOTOGRAFICO;1404000325
1404000326;BOMBOM OURO BRANCO;1404000326
1404000328;AROMATIZADOR PERSONALIZ 30ML;1404000328
1404000331;CANECA PORCELANA;1404000331
1404000335;DOCE DE AMENDOIM MOLECAO;1404000335
1404000343;KIT CILINDRO DECORACAO;1404000343
1404000346;PRATO DESCARTAVEL 15CM;1404000346
1404000347;GARFO REFEICAO C/50;1404000347
1404000348;VELA METALIZADA;1404000348
1404000349;VELA ESTRELINHA C/4;1404000349
1404000350;SUPORTE P/BALAO;1404000350
1404000351;CHAVEIRO PLAQUINHA EM METAL;1404000351
1404000352;NECESSAIRE NYLON;1404000352
1404000356;REDE PING PONG;1404000356
1404000386;BALA MASTIGAVEL;1404000386
1404000403;TALHER DESCARTAVEL;1404000403
1404000408;COOKTOP DE INDUCAO;1404000408
1404000409;GELADEIRA FROST FREE 342L;1404000409
1404000410;TABLET SAMSUNG;1404000410
1404000411;CELULAR MOTOROLA;1404000411
1404000412;CELULAR IPHONE;1404000412
1404000413;MONITOR GAMER LED;1404000413
1404000421;ESSENCIA LAVANDA;1404000421
1404000422;UMIDIFICADOR DE AR;1404000422
1404000433;CADERNO PERSONALIZADO LUFT;1404000433
1406000019;CHOCOLATE DIVERSOS;1406000019
1406000020;CHOCOLATE DIVERSOS 1;1406000020
1406000021;CHOCOLATE DIVERSOS 2;1406000021
1406000022;CHOCOLATE DIVERSOS 3;1406000022
1406000023;CHOCOLATE DIVERSOS 4;1406000023
1501000001;LANCETA;1501000001
1501000002;CURATIVO BAND AID C/ 40 UNIDAD;1501000002
1501000004;ESPARADRAPO IMPERMEAVEL 25X3 B;1501000004
1501000005;DICLOFENACO SODICO 50MG 20 COM;1501000005
1501000008;COTONETE EMBALAGEM 150 UNIDADE;1501000008
1501000009;DRAMIN B6 COM 20 COMPRIMIDOS;1501000009
